Tên nhà hàng,Tên món,Giá,Hình ảnh món ăn
Mokchang - Đồ Ăn Hàn Quốc - Nguyễn Khang,Jajangmyeon,75.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lz0149bypb4x96@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nguyễn Khang,Canh chả cá Jin,32.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lz016wmt8o5pb7@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nguyễn Khang,Kimbap Cá Ngừ,70.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lz011tnj0d3h82@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,03 Coca-Cola lẻ,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jivx1nldz8b@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Sính Hàn + Popcorn Mật Ong Tỏi Size S + 02 Coca-Cola,248.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiuonglnk18@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Kimbap Bò + Popcorn Mật Ong Tỏi Size S + 02 Coca-Cola,151.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jivhiadvz55@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Mì Tương Đen Truyền Thống + Tteokbokki Nhân Phomai + 02…,170.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiv2iw9rk9e@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Kimbap Chiên + 01 Coca-Cola,67.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiucfyfbb89@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Mì Cay Carbonara Samyang + 01 Coca-Cola,90.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jity0kygg44@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Cơm Trộn Hàn Quốc Bibimbap + 01 Coca-Cola,81.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m1dz7bbhw2u033@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Busan,118.800đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo69rk4bloab@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Combo Seoul,210.300đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo6odmqh8c6c@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Nghĩa Tân,Sính Hàn,120.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo7ab0oqlxad@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,03 Coca-Cola lẻ,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiy26ips7ba@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Kimbap Bò + Popcorn Mật Ong Tỏi Size S + 02 Coca-Cola,151.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jixo14ttz8b@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Sính Hàn + Popcorn Mật Ong Tỏi Size S + 02 Coca-Cola,248.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiwys4dww4b@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Mì Tương Đen Truyền Thống + Tteokbokki Nhân Phomai + 02…,170.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jix8rpr7r86@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Kimbap Chiên + 01 Coca-Cola,67.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiwmkm8lj49@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Mì Cay Carbonara Samyang + 01 Coca-Cola,90.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiw7v7stc60@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Cơm Trộn Hàn Quốc Bibimbap + 01 Coca-Cola,81.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m1dz7bbhw2u033@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Busan,118.800đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo69rk4bloab@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Sính Hàn,120.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo7ab0oqlxad@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Ngô Thì Nhậm,Combo Seoul,210.300đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo6odmqh8c6c@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,03 Coca-Cola lẻ,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiose36djcb@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Mì Tương Đen Truyền Thống + Tteokbokki Nhân Phomai + 02…,170.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jio2v5xqf25@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Kimbap Bò + Popcorn Mật Ong Tỏi Size S + 02 Coca-Cola,151.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jiodyobz49e@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Sính Hàn + Popcorn Mật Ong Tỏi Size S + 02 Coca-Cola,248.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jinoppa5c82@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Cơm Trộn Hàn Quốc Bibimbap + 01 Coca-Cola,81.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m1dz7bbhw2u033@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Kimbap Chiên + 01 Coca-Cola,67.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jin5ahpsffa@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Mì Cay Carbonara Samyang + 01 Coca-Cola,90.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m44jimu6zd1r99@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Sính Hàn,120.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo7ab0oqlxad@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Busan,118.800đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo69rk4bloab@resize_ss120x120!@crop_w120_h120_cT
Mokchang - Đồ Ăn Hàn Quốc - Đội Cấn,Combo Seoul,210.300đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m3eo6odmqh8c6c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3ijfo52o4f0@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x372jf0k38@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3ivzxr8hwd1@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3ipb3joas26@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Rán Nửa Con Sốt Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3boju732xl98@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Rán Nửa Con Truyền Thống,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyxq6a8q950fb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Rán Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Rán Nửa Con Phủ Bột Phomai,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyrez3nz0k9b2@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Rán Nửa Con Sốt Sữa Chua Hy Lạp,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyqnuxoh21l9a@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cự Lộc,Gà Rán Nửa Con Sốt  Cay Ngọt Hàn Quốc,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9f6euz6ahcf@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3msbqejlw3a@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x5a9hdqc80@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3mxzo43wkc6@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3n51jsl38b5@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,3 Pepsi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2teg8qbqlfq7e@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,2 Pepsico lẻ,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x5u8o595af@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Gà Đùi Chiên + Popcorn + 02 Pepsi,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3nbbem2mceb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Gà Đùi Chiên + Popcorn lớn + 02 Pepsi,155.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3ni6ckp8k23@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Gà Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Hàng Buồm,Gà Nửa Con Truyền Thống,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyxq6a8q950fb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3nu6n03iccf@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x6gfuh1g57@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3o0a42x8kba@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3o6aja7q1da@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,3 Pepsi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2tega5xn2d64f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,2 Pepsico lẻ,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x6v5656s90@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Gà Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Gà Nửa Con Truyền Thống,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyxq6a8q950fb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Gà Nửa Con Sốt Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3z6grcx8d5d9@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Đại Nghĩa,Gà Rán Nửa Con Sốt  Cay Ngọt Hàn Quốc,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9f6euz6ahcf@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3k4ydytuh66@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3kaunrnvd95@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x49czdsp8a@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3lzte4gxwa5@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,3 Pepsi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2teg9t65r0m06@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Gà Đùi Chiên + Popcorn + 02 Pepsi,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3m731hkucbd@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,2 Pepsico lẻ,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x4ro8l21e0@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Gà Đùi Chiên + Popcorn lớn + 02 Pepsi,155.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3mfn0yvnof1@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Coca-Cola không đường 1Đ,12.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqzgjjxz9pjt35@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Trần Cung,Gà Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3qn5z87tl54@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x8fgvpuhe8@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3rj88b3x52f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3qto64z443f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,3 Pepsi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2teg844oh4qa6@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Gà Đùi Chiên + Popcorn + 02 Pepsi,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3rqzcymys1e@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Gà Đùi Chiên + Popcorn lớn + 02 Pepsi,155.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3rxz0qd2135@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,2 Pepsico lẻ,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x8yw3amxd6@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Gà Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Hà,Gà Nửa Con Truyền Thống,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyxq6a8q950fb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3oxst12o41c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3pc384a6x80@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3p35n6vmh8c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x7gsah1g2d@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,3 Pepsi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2teg9h8n7k6bc@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Gà Đùi Chiên + Popcorn lớn + 02 Pepsi,155.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3pqoqr9389a@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Gà Đùi Chiên + Popcorn + 02 Pepsi,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3pismb15l6f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,2 Pepsico lẻ,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x7wlnbus3c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Gà Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Ngọc Lâm,Gà Nửa Con Truyền Thống,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyxq6a8q950fb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,Popcorn + 01 Pepsi,54.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3sc6nxms955@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,1 Pepsico lẻ,13.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lt29x9i1ba2s93@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,Popcorn Lớn - 02 Pepsi,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3sqkovkckf2@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,Gà Đùi + 01 Pepsi,50.400đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3sjfhbykk0e@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,3 Pepsi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2teg93d7ifa7b@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,Gà Đùi Chiên + Popcorn + 02 Pepsi,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3sxxe47fd54@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,Gà Đùi Chiên + Popcorn lớn + 02 Pepsi,155.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lsl3t5tsk0pl39@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,3 Miếng Gà - 02 Coca-Cola,100.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr486e2g0edg03@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,Popcorn Lớn  - 02 Coca-Cola,100.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr486dgixvo922@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Cầu Diễn,02 Coca-Cola lẻ,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr486f2sj7h54d@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Truyền Thống,120.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyxq6a8q950fb@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Sốt Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3boju732xl98@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Sốt Cay Hàn- Mù Tạt Mật Ong,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9g5ux3teh9f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Sốt  Cay Ngọt Hàn Quốc,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy9f6euz6ahcf@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Phủ Bột Phomai,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyrez3nz0k9b2@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Sốt Sữa Chua Hy Lạp,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyqnuxoh21l9a@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Nguyên Con Truyền Thống,225.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqynox6o47tld4@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Nửa Con Sốt Thái Siêu Cay,127.500đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqynalyq2w0pb1@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Gà Rán Nửa Con Truyền Thống + Pop Nhỏ,135.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0fp9mze5z833@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán Óng Ánh - Đình Thôn,Nguyên Con Sốt Mù Tạt Mật Ong- Sốt Cay,240.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqynowc5cvr85d@resize_ss120x120!@crop_w120_h120_cT
Phở Cuốn Hương Mai - 25 Ngũ Xã,Phở Chiên Phồng,90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx2mg5t4as94b@resize_ss120x120!@crop_w120_h120_cT
Phở Cuốn Hương Mai - 25 Ngũ Xã,Khoai Tây Chiên,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvtiu0du4ska2@resize_ss120x120!@crop_w120_h120_cT
Phở Cuốn Hương Mai - 25 Ngũ Xã,Mì Xào,80.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvtiq21mfgk9c@resize_ss120x120!@crop_w120_h120_cT
Phở Cuốn Hương Mai - 25 Ngũ Xã,Phở Xào,80.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqzkljkqae8p39@resize_ss120x120!@crop_w120_h120_cT
Phở Cuốn Hương Mai - 25 Ngũ Xã,Phở Cuốn (10 Cái),90.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxluawx3op082@resize_ss120x120!@crop_w120_h120_cT
